FinCoNo,FinPrdtCd,KorCoNm,FinPrdtNm,BeforeTaxInterestRate,AfterTaxInterestRate,AfterTaxInterest,BestInterestRate,JoinMember,InterestCalcMethod,ContactDepartment,HompUrl,CalTel,JoinWay,SpclCnd,MtrtInt,EtcNote,직업,학습,건강,관계,주거,사회참여,여가,재무,발급제한
10553,310003,대아상호저축은행,정기적금,정액적립식,0.01,0.0085,"5,499",제한없음,제한없음,단리,http://www.daeabank.com/,542744111,영업점,없음,-연0.1%,"예금자보호법에따라예금보험공사가보호하되,보호한도는원금과소정의이자를합하여1인당최고5천만원까지보호됩니다.",0,0,0,0,0,0,0,100,0
10568,310001,대원저축은행,정기적금,정액적립식,0.01,0.0085,"5,499",제한없음,제한없음,단리,http://d-banks.co.kr,547732222,영업점,없음,연0.1%,"예금자보호법에따라예금보험공사가보호하되,원금과소정의이자를합하여1인당""최고5천만원""이며,5천만원을초과하는나머지금액은보호하지않습니다.",0,0,0,0,0,0,0,100,0
10017,01020400510001,부산은행,저탄소 실천적금,정액적립식,0.01,0.0085,"5,499",제한없음,제한없음,단리,http://www.busanbank.co.kr,15886200,"영업점,인터넷,스마트폰,기타",*개인형우대이율:최대0.5%*기업형(개인사업자및법인)우대이율:최대0.5%조건달성여부에따라우대금리적용,-만기후1년이내:가입기간별일반정기적금기본이율x50%-만기후1년초과:가입기간별일반정기적금기본이율x20%,1.가입한도:월1만원이상1천만원이하원단위(월1천만원이하불입가능)2.자유적립식,0,0,0,0,0,0,0,100,0
14807,10140111600061 10141111600051,수협은행,Sh보고싶다!명태야적금Ⅱ(개인),정액적립식,0.01,0.0085,"5,499","제한없음(단,게시기준은개인대면정액적립식기준)",제한없음,단리,http://www.suhyup-bank.com,15881515,"영업점,인터넷,스마트폰",*최대우대금리:1.0%-미성년자:0.3%-우수고객등급:최대0.2%-마케팅동의:0.1%-납입횟수:0.2%-수협카드최초신규:0.1%-자동이체횟수:최대0.5%-경제사업이용실적:최대0.6%※단위:연%p,"*만기후1년이내-만기당시상호부금/정기적금계약기간별기본금리1/2*만기후1년초과-만기당시보통예금기본금리※자유적립식은상호부금,정액적립식은정기적금적용",-1인1계좌-월가입한도:100만원,0,0,0,0,0,0,0,100,0
11625,230-0119-86,신한은행,"신한 안녕, 반가워 적금",자유적립식,0.01,0.0085,-,제한없음,제한없음,단리,http://www.shinhan.com,15778000,"영업점,인터넷,스마트폰",※가산금리최고3.00%(1개달성시연2.00%/2개이상달성시연3.00%)-신한은행적금첫신규-신한은행첫급여-신한신용카드첫신규하고신한은행으로결제계좌지정한경우-이벤트를통해특별금리우대쿠폰발급받은경우,"-1개월이하:(일반)정기적금기본금리1/2(단,최저금리0.10%)-1개월초과~6개월이하:(일반)정기적금기본금리의1/4(단,최저금리0.10%)-6개월초과0.10%",1.가입한도:1천원이상월50만원이하2.1인1계좌,0,0,0,0,0,0,0,100,0
10020,230000202,제주은행,사이버우대매일부금,자유적립식,0.01,0.0085,-,개인및개인사업자,제한없음,단리,https://e-jejubank.com,15880079,"인터넷,스마트폰","*전자금융(모바일뱅킹,인터넷뱅킹,전화로신규)을이용하여신규가입시0.1%p*교차우대최고연0.1%p①탐나는J직장인통장가입고객이기본우대요건충족후이상품가입시:0.1%p②탐나는J주거래통장가입고객이기본우대요건충족후이상품가입시:0.1%p","-만기후1개월이내:매일모아부금기본이자율의50%(단,최저금리0.1%)-만기후1개월초과3개월이내:매일모아부금기본이자율의25%(단,최저금리0.1%)-만기후3개월초과:0.1%","""해당없음""",30,0,0,0,0,0,0,70,0
10020,220000701,제주은행,행복을 가꾸는통장,자유적립식,0.01,0.0085,-,개인,제한없음,단리,https://e-jejubank.com,15880079,"영업점,인터넷,스마트폰",*교차우대최고연0.3%p①매저축건별자동이체시0.1%p②세후원리금200만원이상재신규된계약기간동안고시금리0.1%p③만18세이하고객이해당띠의해당연도에신규시첫째계약에0.1%④신규첫회저축건0.1%-인터넷뱅킹등비대면매체신규우대연0.1%p,"-만기후1개월이내:(일반)정기적금기본이자율의50%(단,최저금리0.1%)-만기후1개월초과3개월이내:(일반)정기적금기본이자율의25%(단,최저금리0.1%)-만기후3개월초과:0.1%",1.1인1계좌2.가입금액:월불입100만원이하,0,0,0,0,0,0,0,100,0
13909,53,하나은행,하나원큐적금,자유적립식,0.01,0.0085,-,실명의개인또는개인사업자,제한없음,단리,http://www.hanabank.com,15991111,스마트폰,최고연1.3%-가입전상품서비스마케팅동의항목모두동의시연0.5%-오픈뱅킹서비스이용동의및출금계좌등록시연0.3%-오픈뱅킹서비스타행계좌에서출금이체로6회이상납입시연0.5%(월1회만인정),1개월이내:지급당시해당기간별일반정기적금기본금리1/21개월초과:지급당시해당기간별일반정기적금기본금리1/4,1.1인1계좌만가능2.가입금액-최저1천원~20만원한도3.적립방법:자유적립식,30,0,0,0,0,0,0,70,0
10019,TD11330023000,광주은행,KJB주거래적금Ⅱ,정액적립식,0.0095,0.008,"5,224",개인및개인사업자,제한없음,단리,http://www.kjbank.com,15883388,"영업점,인터넷,스마트폰",▶최고우대금리0.6%①신용(체크)카드사용:최대0.3%②자동이체3건이상이체:0.3%,만기후1개월이내:만기일당시최초가입기간별고시금리의1/2만기후1개월초과:0.1%,1.가입기간:1년이상3년제2.가입금액:월1만원이상1천만원이하(1인1계좌),30,0,0,0,0,0,0,70,0
10026,1511880014,중소기업은행,IBK늘푸른하늘통장,자유적립식,0.0095,0.008,-,실명의개인(개인사업자제외),제한없음,단리,http://www.ibk.co.kr,15662566,"영업점,인터넷,스마트폰","최고연0.8%p1.환경개선""다짐""우대:0.4%p-신규시점에필수등록-셀프네이밍(계좌별명)2.환경개선""실천""우대:연0.4%p-대중교통이용,친환경차량이용,노후경유차폐차및저감조치이행활동중1가지이상충족",만기일당시IBK적립식중금채만기후금리적용-1개월이내:만기일당시약정금리×50%-1월초과6개월이내:만기일당시약정금리×30%-6개월초과:만기일당시약정금리×20%,계좌당월적립금액300만원이하로제한,0,0,0,0,0,0,0,100,0
10022,10-01-30-031-0032-0000,전북은행,JB마이플랜적금,자유적립식,0.009,0.0076,-,실명의개인또는개인사업자,제한없음,단리,https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,스마트폰,추가우대:최고연0.70%이내1.JB마이플랜통장orJB주거래통장보유연0.1%2.예금신규시점기준마케팅활용동의한경우연0.1%3.자동이체플랜서비스신청한경우연0.1%4.예금신규시점기준최초고객신규또는최근1개월내적립식예금거래가없는고객연0.1%5.예금만기일기준계약기간별예금잔액우대최고연0.3%,만기후1개월이내경과분:만기일현재계약기간별기본이율의1/2만기후1개월초과경과분:연0.1%,초회불입금1천원이상월최고적립한도1백만원이내(1인1계좌),30,0,0,0,0,0,0,70,0
10022,10-01-30-031-0030-0000,전북은행,JB주거래적금(단리형),자유적립식,0.009,0.0076,-,실명의개인또는개인사업자,제한없음,단리,https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,"영업점,인터넷,스마트폰","추가우대:최고연0.6%우대①첫거래또는장기거래고객연0.1%우대,②JB주거래통장보유연0.1%우대,③카드매입(승인)실적연0.1%우대,④공과금출금연0.1%우대,⑤급여/연금/제로페이/가맹점대금입금실적연0.2%우대",만기후1개월이내경과분:만기일현재계약기간별기본이율의1/2만기후1개월초과경과분:연0.1%,1.1년이상5년이내연단위2.초회불입금1만원이상월2백만원이내,30,0,0,0,0,0,0,70,0
10030,03100,한국산업은행,정기적금,정액적립식,0.009,0.0076,"4,949",제한없음,제한없음,단리,http://www.kdb.co.kr,215881500,영업점,해당없음,지급일현재고시된일반정기예금만기후이자율적용,해당없음,0,0,0,0,0,0,0,100,0
11625,230-0120-01,신한은행,신한 S드림(DREAM) 적금,정액적립식,0.0085,0.0072,"4,674",제한없음,제한없음,단리,http://www.shinhan.com,15778000,"영업점,인터넷,스마트폰,전화(텔레뱅킹),기타",※가산금리최고0.40%-정기예금잔액3백만원이상보유시0.2%-청약상품잔액30만원이상보유시0.2%-적금상품만기해지후3개월내신규시0.2%-30만원이상신규시0.1%-비대면채널로신규시0.1%-서울시모범납세자또는서울시마을세무사0.2%,"-1개월이하:(일반)정기적금기본금리1/2(단,최저금리0.10%)-1개월초과~6개월이하:(일반)정기적금기본금리의1/4(단,최저금리0.10%)-6개월초과0.10%",1.우대이율은12개월이상만기해지계좌에한함,0,0,0,0,0,0,0,100,0
10001,WR0001F,우리은행,우리SUPER주거래적금,자유적립식,0.0085,0.0072,-,실명의개인,제한없음,단리,https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,인터넷,스마트폰","-최대연1.3%p우대1.신규시최대0.2%p①첫거래고객:연0.2%p2.거거래기간실적충족시최대1.1%p①급여,연금이체를하거나다이렉트해외송금실적:연0.5%p②공과금자동이체:연0.2%p③우리카드실적및당행결제계좌지정:연0.2%p④우리은행개인대출이자납부:연0.2%p",만기후-1개월이내:만기시점약정이율×50%-1개월초과6개월이내:만기시점약정이율×30%-6개월초과:만기시점약정이율×20%※만기시점약정이율:일반정기적금금리,-거래실적인정기간:신규일이포함된달로부터만기일이속한달의전전달까지-우대조건필수충족기간:1년:6개월이상/2년:12개월이상/3년:18개월이상,0,0,0,0,0,0,0,100,0
11625,230-0120-01,신한은행,신한 S드림(DREAM) 적금,자유적립식,0.0075,0.0063,-,제한없음,제한없음,단리,http://www.shinhan.com,15778000,"영업점,인터넷,스마트폰,전화(텔레뱅킹),기타",※가산금리최고0.40%-정기예금잔액3백만원이상보유시0.2%-청약상품잔액30만원이상보유시0.2%-적금상품만기해지후3개월내신규시0.2%-30만원이상신규시0.1%-비대면채널로신규시0.1%-서울시모범납세자또는서울시마을세무사0.2%,"-1개월이하:(일반)정기적금기본금리1/2(단,최저금리0.10%)-1개월초과~6개월이하:(일반)정기적금기본금리의1/4(단,최저금리0.10%)-6개월초과0.10%",1.우대이율은12개월이상만기해지계좌에한함,0,0,0,0,0,0,0,100,0
10019,TD11330023000,광주은행,KJB주거래적금Ⅱ,자유적립식,0.0065,0.0055,-,개인및개인사업자,제한없음,단리,http://www.kjbank.com,15883388,"영업점,인터넷,스마트폰",▶최고우대금리0.6%①신용(체크)카드사용:최대0.3%②자동이체3건이상이체:0.3%,만기후1개월이내:만기일당시최초가입기간별고시금리의1/2만기후1개월초과:0.1%,1.가입기간:1년이상3년제2.가입금액:월1만원이상1천만원이하(1인1계좌),30,0,0,0,0,0,0,70,0
14807,10141109800021,수협은행,Sh월복리자유적금,자유적립식,0.006,0.0051,-,실명의개인및개인사업자,제한없음,복리,http://www.suhyup-bank.com,15881515,"영업점,인터넷,스마트폰",*최대우대금리:0.7%-첫거래고객:0.3%-카드거래:최대0.3%-복수거래:0.1%-요구불거래:최대0.2%-인터넷뱅킹고객:0.1%-자동이체실적:0.1%※단위:연%p,*만기후1년이내-만기당시상호부금계약기간별기본금리1/2*만기후1년초과-만기당시보통예금기본금리,-1인1계좌-월가입한도:100만원,30,0,0,0,0,0,0,70,0
11551,310005,예가람저축은행,직장인 Plus정기적금,정액적립식,0.03,0.0254,"63,450",제한없음,제한없음,단리,http://www.yegaramsb.co.kr/,18777788,영업점,만기후원금12개월이상정기예금재예치시:0.1%우대,-만기후1개월이내:가입당시약정금리-만기후1개월초과:0.2%,"영업점전용상품,직장인고객",0,0,0,0,0,0,0,100,0
10464,310010,영진저축은행,e-정기예금,정액적립식,0.029,0.0245,"61,335",내·외국인대상,제한없음,단리,http://www.yjbank.co.kr,326512121,영업점,없음,-만기후1개월이내해지시약정이율적용(가입시점이율과만기시점이율중낮은이율)-만기후1개월이후해지시보통예금금리(0.5%)적용,1만원이상가입가능,0,0,0,0,0,0,0,100,0
10464,310011,영진저축은행,m-정기적금,정액적립식,0.029,0.0245,"61,335",내·외국인대상,제한없음,단리,http://www.yjbank.co.kr,326512121,영업점,없음,-만기후1개월이내해지시약정이율적용(가입시점이율과만기시점이율중낮은이율)-만기후1개월이후해지시보통예금금리(0.5%)적용,1만원이상가입가능,0,0,0,0,0,0,0,100,0
10464,310012,영진저축은행,SB톡톡-정기적금,정액적립식,0.029,0.0245,"61,335",내국인대상,제한없음,단리,http://www.yjbank.co.kr,326512121,영업점,없음,-만기후1개월이내해지시약정이율적용(가입시점이율과만기시점이율중낮은이율)-만기후1개월이후해지시보통예금금리(0.5%)적용,1만원이상가입가능,0,0,0,0,0,0,0,100,0
11551,310013,예가람저축은행,Hi!예가람e정기적금,정액적립식,0.029,0.0245,"61,335",제한없음,제한없음,단리,http://www.yegaramsb.co.kr/,18777788,"인터넷,스마트폰",없음,-만기후1개월이내:가입당시약정금리-만기후1개월초과:0.2%,1.비대면가입전용상품,0,0,0,0,0,0,0,100,0
11551,310004,예가람저축은행,2030 Start정기적금,정액적립식,0.029,0.0245,"61,335",제한없음,제한없음,단리,http://www.yegaramsb.co.kr/,18777788,영업점,만기후원금12개월이상정기예금재예치시:0.1%우대,-만기후1개월이내:가입당시약정금리-만기후1개월초과:0.2%,"영업점전용상품,만20~39세고객(생일기준)",0,0,0,0,0,0,0,100,1
10390,310004,고려저축은행,씨앗 정기적금,정액적립식,0.028,0.0237,"59,220",제한없음,제한없음,단리,http://www.goryosb.co.kr,18779900,영업점,-18개월이상가입건중만기원금전액예금으로가입시예금+0.2%(증액불가),1.2019.06.30가입분까지만기시점보통예금이자율(현재0.1%)2.2019.07.01가입분부터-1개월이내:당초약정금리와만기시동일상품동일계약기간의신규약정금리중낮은이율-1개월초과:보통예금이자율(현재0.1%),-,0,0,0,0,0,0,0,100,0
10551,312001,드림저축은행,톡톡 정기적금(비대면),정액적립식,0.028,0.0237,"59,220",-제한없음,제한없음,단리,http://dreamsb.com,536635000,스마트폰,-,보통예금금리,-스마트폰전용,0,0,0,0,0,0,0,100,0
10464,310008,영진저축은행,정기적금,정액적립식,0.028,0.0237,"59,220",내·외국인대상,제한없음,단리,http://www.yjbank.co.kr,326512121,영업점,없음,-만기후1개월이내해지시약정이율적용(가입시점이율과만기시점이율중낮은이율)-만기후1개월이후해지시보통예금금리(0.5%)적용,1만원이상가입가능,0,0,0,0,0,0,0,100,0
10366,024310001,조은저축은행,정기적금,정액적립식,0.028,0.0237,"59,220",제한없음,제한없음,단리,http://www.choeunbank.com/,222600700,영업점,"-최고우대금리:0.1%-자영업자,직장인,만60세이상부모를둔자녀(증빙서류제출-사업자등록증,명함,사원카드):0.1%",-1개월이내해지:만기시동일상품동일계약기간의신규약정금리-1개월초과이후해지:보통예금이율,없음,0,0,0,0,0,0,0,100,0
10366,024311001,조은저축은행,e-정기적금,정액적립식,0.028,0.0237,"59,220",제한없음,제한없음,단리,http://www.choeunbank.com/,222600700,"인터넷,스마트폰",없음,-1개월이내해지:만기시동일상품동일계약기간의신규약정금리-1개월초과이후해지:보통예금이율,없음,0,0,0,0,0,0,0,100,0
10560,C614004,참저축은행,비대면정기적금,정액적립식,0.028,0.0237,"59,220",없음,제한없음,단리,http://www.charmbank.co.kr/goods/deposit_01View.do,537207300,"인터넷,스마트폰",없음,-만기후1개월간:가입이율과만기일당시기간별정기적금이율중낮은이율-만기후1개월초과:보통예금이율(연0.25%)*적용대상:19.07.01신규가입자부터적용(이전가입자는영업점확인요망),없음,0,0,0,0,0,0,0,100,0
10456,310009,키움저축은행,"e-plus 정기적금 (인터넷뱅킹,스마트뱅킹)",정액적립식,0.028,0.0237,"59,220",개인및개인사업자,제한없음,단리,http://www.kiwoombank.com,16700077,"인터넷,스마트폰",없음,-만기후1개월이내당초약정금리또는만기시동일상품동일계약기간의신규약정금리중낮은이율-만기후1개월초과연0.2%(신규시점의보통예금금리)※2019년7월1일이후신규가입계좌에한함.,인터넷가입,30,0,0,0,0,0,0,70,0
10456,310010,키움저축은행,SB톡톡정기적금 (비대면),정액적립식,0.028,0.0237,"59,220",제한없음,제한없음,단리,http://www.kiwoombank.com,16700077,스마트폰,없음,-만기후1개월이내당초약정금리또는만기시동일상품동일계약기간의신규약정금리중낮은이율-만기후1개월초과연0.2%(신규시점의보통예금금리)※2019년7월1일이후신규가입계좌에한함.,비대면,0,0,0,0,0,0,0,100,0
13308,JTCSB310026,JT친애저축은행,비대면 정기적금,정액적립식,0.028,0.0237,"59,220",제한없음,제한없음,단리,http://www.jtchinae-bank.co.kr/,15990060,스마트폰,없음,-1개월이내해지시:약정이율적용-1개월초과이후해지시:보통예금금리적용,없음,0,0,0,0,0,0,0,100,0
10390,311002,고려저축은행,정기적금 (비대면),정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.goryosb.co.kr,18779900,"인터넷,스마트폰",-,1.2019.06.30가입분까지만기시점보통예금이자율(현재0.1%)2.2019.07.01가입분부터-1개월이내:당초약정금리와만기시동일상품동일계약기간의신규약정금리중낮은이율-1개월초과:보통예금이자율(현재0.1%),-,0,0,0,0,0,0,0,100,0
12840,JJ05,대신저축은행,스마트정기적금,정액적립식,0.027,0.0228,"57,105",스마트뱅크가입고객,제한없음,단리,http://bank.daishin.com,16445600,스마트폰,없음,-만기후1개월이내:당초약정이율과만기시점해당상품신규약정이율중낮은이율-만기후1개월초과:만기시점보통예금이율(현재0.1%),가입채널제한(모바일앱전용상품),0,0,0,0,0,0,0,100,0
10526,310007,대한저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.daehanbank.co.kr,625275701,"영업점,인터넷",없음,-만기후1개월이내:가입당시약정금리와현재금리비교후낮은금리-만기후1개월초과:보통예금금리,해당없음,0,0,0,0,0,0,0,100,0
10528,310011,더블저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.doublebank.co.kr/557_PrfLovaInfo_004.act,622235506,"영업점,인터넷,스마트폰",없음,-만기경과1개월이내-계약기간1년이상정기적금만기시1년현행이율-계약기간1년미만정기적금만기시해당약정기간정기적금현행이율-만기경과1개월이후:보통예금이율,예금자보호한도외기타사항없음,0,0,0,0,0,0,0,100,0
10363,310028,더케이저축은행,e-정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.thekbank.co.kr,25695600,"영업점,인터넷,스마트폰",없음,-30일이내:약정금리와현행고시금리중낮은이율-30일이후:보통예금이율,"-인터넷뱅킹,스마트폰뱅킹전용",0,0,0,0,0,0,0,100,0
10527,310001,동양저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.dysbank.com/,627200800,"영업점,인터넷,스마트폰",없음,-1개월내:가입당시이율과만기시점해당계약기간이율과비교하여낮은금리적용-1개월후:보통예금금리와동일,없음,0,0,0,0,0,0,0,100,0
10551,310001,드림저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",-제한없음,제한없음,단리,http://dreamsb.com,536635000,"영업점,인터넷,스마트폰","최고우대금리:0.1%-학생(초,중,고,대학생):1년이상가입시0.1%-각종공연및관람권티켓소지자:1년이상가입시0.1%-자원봉사자우대:0.1%-인터넷가입우대:0.1%-비대면가입우대:0.1%",-보통예금금리,-우대금리중복적용불가,0,0,0,0,0,0,0,100,0
10556,310001,머스트삼일저축은행,비대면정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.samilbank.co.kr/,542754060,스마트폰,없음,-만기후1개월이내:약정이율Ⅹ100%-만기후1개월초과:연0.2%,없음,0,0,0,0,0,0,0,100,0
10572,310011,솔브레인저축은행,"쏠쏠한정기적금 [창구,인터넷(스마트)뱅킹,비대면]",정액적립식,0.027,0.0228,"57,105","-개인(SB톡톡플러스는만19세이상)-e-쏠쏠한정기적금,쏠쏠한정기적금(비대면)중중복가입불가[1인1계좌]",제한없음,단리,http://www.soulbrainsb.co.kr/,518618600,"영업점,인터넷,스마트폰",-개인-만기해지시지급이율적용[지급이율=약정이율+우대이율(약정이율은가입시기간별정기예금이율(2년초과기간은2년이율적용))],-만기후1개월까지:계약기간별[가입시약정이율과만기시약정이율]중낮은이율-만기후1개월이후:보통예금이율(0.3%),월불입액100만원이하,0,0,0,0,0,0,0,100,0
10388,310007,유진저축은행,유진 m스마트 정기적금,정액적립식,0.027,0.0228,"57,105",개인,제한없음,단리,http://www.eugenebank.com,15446700,스마트폰,[※유의사항]1인1계좌/모바일뱅킹(유행)전용상품/가입금액:최대월불입액100만원,-1개월까지:당초약정이율과만기시약정이율을비교하여낮은금리적용-1개월초과:연0.1%,[중도해지이율](입금액마다경과기간별차등적용)-1개월미만:가입일의보통예금금리-6개월미만:약정이율X50%-9개월미만:약정이율X55%-12개월미만:약정이율X60%-12개월이상:약정이율X70%,0,0,0,0,0,0,0,100,0
10426,311001,인천저축은행,e-보다정기적금,정액적립식,0.027,0.0228,"57,105",인터넷뱅킹가입대상,제한없음,단리,http://www.incheonbank.com/,324212111,"인터넷,스마트폰",인터넷뱅킹전용상품,-만기후1개월이내:최초약정이율-만기1개월이후:연0.1%,월불입액1만원이상,0,0,0,0,0,0,0,100,0
10560,C614002,참저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",없음,제한없음,단리,http://www.charmbank.co.kr/goods/deposit_01View.do,537207300,"영업점,인터넷,스마트폰","인터넷뱅킹,스마트뱅킹,비대면신규가입시0.1%우대",-만기후1개월간:가입이율과만기일당시기간별정기적금이율중낮은이-만기후1개월초과:보통예금이율(연0.25%)*적용대상:19.07.01신규가입자부터적용(이전가입자는영업점확인요망),없음,0,0,0,0,0,0,0,100,0
10492,31-0004,한성저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.hsbank.co.kr/,15442115,영업점,없음,-1개월이내약정금리와현행금리중낮은금리적용-1개월초과계약일의보통예금이율적용,"-방문가입[중도해지이율]-1개월미만:계약일의보통예금이율-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의60%*단,최저금리는보통예금이율이상적용",0,0,0,0,0,0,0,100,0
10492,31-0005,한성저축은행,e-정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.hsbank.co.kr/,15442115,인터넷,없음,-1개월이내약정금리와현행금리중낮은금리적용-1개월초과계약일의보통예금이율적용,"-방문가입[중도해지이율]-1개월미만:계약일의보통예금이율-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의60%*단,최저금리는보통예금이율이상적용",0,0,0,0,0,0,0,100,0
10492,31-0006,한성저축은행,m-정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.hsbank.co.kr/,15442115,스마트폰,없음,-1개월이내약정금리와현행금리중낮은금리적용-1개월초과계약일의보통예금이율적용,"-방문가입[중도해지이율]-1개월미만:계약일의보통예금이율-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의60%*단,최저금리는보통예금이율이상적용",0,0,0,0,0,0,0,100,0
13308,JTCSB310010,JT친애저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",제한없음,제한없음,단리,http://www.jtchinae-bank.co.kr/,15990060,"영업점,인터넷",0,-1개월이내해지시:약정이율적용-1개월초과이후해지시:보통예금금리적용,없음,0,0,0,0,0,0,0,100,0
10439,310008,MS저축은행,정기적금,정액적립식,0.027,0.0228,"57,105",없음,제한없음,단리,http://www.mssb.co.kr,537565200,"영업점,인터넷,스마트폰",없음,-만기후1개월간은당초약정금리와당초약정기간에해당하는현행금리중낮은금리를적용하고만기후1개월경과시는보통예금이자율,없음,0,0,0,0,0,0,0,100,0
10390,310001,고려저축은행,정기적금,정액적립식,0.026,0.022,"54,990",제한없음,제한없음,단리,http://www.goryosb.co.kr,18779900,영업점,-,1.2019.06.30가입분까지만기시점보통예금이자율(현재0.1%)2.2019.07.01가입분부터-1개월이내:당초약정금리와만기시동일상품동일계약기간의신규약정금리중낮은이율-1개월초과:보통예금이자율(현재0.1%),-,0,0,0,0,0,0,0,100,0
10421,KH3103,금화저축은행,비대면-정기적금,정액적립식,0.026,0.022,"54,990",비대면어플사용자,제한없음,단리,http://www.kuemhwabank.co.kr/,325266000,스마트폰,-,-만기후1개월이내:약정금리-만기후1개월초과:보통예금이율,스마트폰으로비대면어플사용자만신규가능,0,0,0,0,0,0,0,100,0
10421,KH3101,금화저축은행,e-정기적금,정액적립식,0.026,0.022,"54,990",인터넷및모바일뱅킹사용자,제한없음,단리,http://www.kuemhwabank.co.kr/,325266000,"인터넷,스마트폰",-,-만기후1개월이내:약정금리-만기후1개월초과:보통예금이율,없음,0,0,0,0,0,0,0,100,0
10421,KH3102,금화저축은행,e-행복더드림정기적금,정액적립식,0.026,0.022,"54,990",인터넷및모바일뱅킹사용자,제한없음,단리,http://www.kuemhwabank.co.kr/,325266000,"인터넷,스마트폰","인터넷,모바일전용상품",-만기후1개월이내:약정금리-만기후1개월초과:보통예금이율,-인터넷및모바일뱅킹전용상품-1인당최고월100만원불입가능,0,0,0,0,0,0,0,100,0
10449,NY310009,남양저축은행,비대면-정기적금,정액적립식,0.026,0.022,"55,771","만19세이상내국인개인고객,본인스마트폰소지자,신분증(주민등록증또는운전면허증)소지자,미국인납세자에해당하지않는고객",제한없음,복리,http://www.nybank.co.kr,315663300,스마트폰,없음,"만기후한달까지약정금리-현행금리비교하여낮은금리적용,이후0.1%",[중도해지이율]-1개월미만:계약일의보통예금금리-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의65%,0,0,0,0,0,0,0,100,0
10449,NY310009,남양저축은행,비대면-정기적금,정액적립식,0.026,0.022,"54,990","만19세이상내국인개인고객,본인스마트폰소지자,신분증(주민등록증또는운전면허증)소지자,미국인납세자에해당하지않는고객",제한없음,단리,http://www.nybank.co.kr,315663300,스마트폰,없음,"만기후한달까지약정금리-현행금리비교하여낮은금리적용,이후0.1%",[중도해지이율]-1개월미만:계약일의보통예금금리-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의65%,0,0,0,0,0,0,0,100,0
10449,NY310007,남양저축은행,e-정기적금,정액적립식,0.026,0.022,"55,771",제한없음,제한없음,복리,http://www.nybank.co.kr,315663300,"인터넷,스마트폰",없음,"만기후한달까지약정금리-현행금리비교하여낮은금리적용,이후0.1%",[중도해지이율]-1개월미만:계약일의보통예금금리-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의65%,0,0,0,0,0,0,0,100,0
10449,NY310007,남양저축은행,e-정기적금,정액적립식,0.026,0.022,"54,990",제한없음,제한없음,단리,http://www.nybank.co.kr,315663300,"인터넷,스마트폰",없음,"만기후한달까지약정금리-현행금리비교하여낮은금리적용,이후0.1%",[중도해지이율]-1개월미만:계약일의보통예금금리-1개월이상6개월미만:약정이율의50%-6개월이상12개월미만:약정이율의55%-12개월이상:약정이율의65%,0,0,0,0,0,0,0,100,0
10363,310027,더케이저축은행,정기적금,정액적립식,0.026,0.022,"54,990",제한없음,제한없음,단리,http://www.thekbank.co.kr,25695600,"영업점,인터넷,스마트폰",없음,-30일이내:약정금리와현행고시금리중낮은이율-30일이후:보통예금이율,없음,0,0,0,0,0,0,0,100,0
10551,380001,드림저축은행,자유적립예금,자유적립식,0.026,0.022,-,-제한없음,제한없음,복리,http://dreamsb.com,536635000,"영업점,인터넷",-,보통예금금리,-별도의우대금리없음,0,0,0,0,0,0,0,100,0
10430,310009,모아저축은행,생일축하정기적금,정액적립식,0.026,0.022,"54,990",제한없음,제한없음,단리,http://www.moasb.co.kr/,324303300,영업점,-주민등록상생일기준±10일이내고객,-만기후1개월이내:만기시점동일상품의신규약정금리-만기후1개월초과:보통예금금리(현재연0.2%),-1인당가입한도:월30만원이상,0,0,0,0,0,0,0,100,0
